Pavlis, N.K., S.A. Holmes, S.C. Kenyon, and J.K. Factor:
An Earth Gravitational Model to Degree 2160: EGM2008,
presented at the 2008 General Assembly of the European Geosciences Union,
Vienna, Austria, April 13-18, 2008.


product_type                gravity_field
modelname                   EGM2008
earth_gravity_constant      0.3986004415E+15
radius                      0.63781363E+07
max_degree                  2190
errors                      calibrated
norm                        fully_normalized
tide_system                 tide_free

url                   http://earth-info.nima.mil/GandG/

 
 
key     L    M             C                       S                    sigma C             sigma S
gfc   172  105    0.165801367596694D-09   -0.293765256166606D-09    0.4073425252D-10    0.4073425245D-10
gfc   172  106    0.788264509940535D-09   -0.845685910225876D-10    0.4080262052D-10    0.4080262066D-10
gfc   172  107   -0.551317087340749D-09   -0.211618428408027D-09    0.4087192889D-10    0.4087192884D-10
gfc   172  108   -0.227179314767547D-09   -0.130162563478557D-09    0.4094218669D-10    0.4094218667D-10
gfc   172  109    0.158473114592669D-09    0.370937871409526D-10    0.4101340373D-10    0.4101340364D-10
gfc   172  110    0.213733329463732D-09   -0.111554091154845D-09    0.4108558955D-10    0.4108558957D-10
gfc   172  111    0.513782781994056D-09    0.369396953312240D-09    0.4115875426D-10    0.4115875428D-10
gfc   172  112   -0.449084751257779D-09    0.460956928989098D-10    0.4123290770D-10    0.4123290789D-10
gfc   172  113   -0.526716073315208D-10   -0.653534753552576D-09    0.4130806039D-10    0.4130806050D-10
gfc   172  114   -0.275734991651047D-09    0.193660622022495D-09    0.4138422248D-10    0.4138422251D-10
gfc   172  115    0.320970658060820D-09    0.193835852942274D-10    0.4146140467D-10    0.4146140461D-10
gfc   172  116   -0.267857488594346D-09   -0.681074198964409D-09    0.4153961744D-10    0.4153961750D-10
gfc   172  117    0.827738422264838D-10   -0.382299056601667D-10    0.4161887209D-10    0.4161887197D-10
gfc   172  118    0.393441316041246D-10   -0.262616669630318D-09    0.4169917922D-10    0.4169917929D-10
gfc   172  119    0.284267640200121D-09   -0.210823519638021D-09    0.4178055056D-10    0.4178055055D-10
gfc   172  120   -0.187740290576590D-09    0.435054629221794D-09    0.4186299724D-10    0.4186299721D-10
gfc   172  121    0.117851117488993D-09    0.601131596762909D-09    0.4194653106D-10    0.4194653100D-10
gfc   172  122   -0.658568462410350D-09   -0.197410324401696D-09    0.4203116332D-10    0.4203116408D-10
gfc   172  123    0.191475456321546D-09    0.675951409457032D-09    0.4211690722D-10    0.4211690729D-10
gfc   172  124   -0.286974241067427D-09    0.309708332885150D-09    0.4220377381D-10    0.4220377396D-10
gfc   172  125   -0.138623702986707D-09   -0.573528127089010D-09    0.4229177600D-10    0.4229177600D-10
gfc   172  126   -0.545753666772506D-09   -0.739537141797581D-09    0.4238092616D-10    0.4238092624D-10
gfc   172  127   -0.251006699882743D-09    0.946899057910457D-10    0.4247123729D-10    0.4247123722D-10
gfc   172  128    0.235222995125057D-09    0.337258303191096D-09    0.4256272222D-10    0.4256272220D-10
gfc   172  129    0.177652736465379D-09   -0.274962736670446D-09    0.4265539422D-10    0.4265539424D-10
gfc   172  130   -0.285816661036818D-09   -0.174082172020398D-09    0.4274926671D-10    0.4274926679D-10
gfc   172  131    0.652630497490348D-09    0.494640074015620D-09    0.4284435334D-10    0.4284435344D-10
gfc   172  132   -0.189468249245508D-10    0.728464597988846D-10    0.4294066801D-10    0.4294066804D-10
gfc   172  133   -0.363233652081678D-09    0.113155756233704D-08    0.4303822474D-10    0.4303822469D-10
gfc   172  134   -0.300737740719478D-09    0.799850516144006D-10    0.4313703773D-10    0.4313703778D-10
gfc   172  135    0.858696999438061D-11    0.461191685498882D-09    0.4323712169D-10    0.4323712169D-10
gfc   172  136   -0.328599772881266D-09   -0.440257024873721D-09    0.4333849125D-10    0.4333849123D-10
gfc   172  137   -0.181572794031401D-09   -0.419276072798609D-09    0.4344116147D-10    0.4344116148D-10
gfc   172  138    0.223927826379202D-09    0.100484508588619D-09    0.4354514748D-10    0.4354514753D-10
gfc   172  139    0.428808418634853D-09    0.464724903385785D-09    0.4365046488D-10    0.4365046496D-10
gfc   172  140   -0.465434414626295D-09   -0.165084457966448D-09    0.4375712935D-10    0.4375712936D-10
gfc   172  141   -0.390722511626674D-09    0.378311726894281D-09    0.4386515693D-10    0.4386515683D-10
gfc   172  142    0.148388218178252D-09    0.179446030421385D-09    0.4397456358D-10    0.4397456367D-10
gfc   172  143    0.288074298268542D-09   -0.411579299719677D-09    0.4408536612D-10    0.4408536616D-10
gfc   172  144   -0.515054417661024D-09   -0.166052481235556D-09    0.4419758114D-10    0.4419758111D-10
gfc   172  145   -0.588130605385446D-09   -0.107913787508116D-08    0.4431122545D-10    0.4431122583D-10
gfc   172  146    0.200742384543549D-09    0.647975503183300D-09    0.4442631692D-10    0.4442631696D-10
gfc   172  147   -0.188524169601783D-09   -0.721484363680324D-10    0.4454287255D-10    0.4454287257D-10
gfc   172  148   -0.739612101299371D-09    0.364631150865337D-09    0.4466091042D-10    0.4466091044D-10
gfc   172  149    0.654084463701114D-09   -0.416847939283662D-09    0.4478044854D-10    0.4478044848D-10
gfc   172  150    0.278300568811193D-09    0.132933900358336D-09    0.4490150542D-10    0.4490150547D-10
gfc   172  151   -0.230952385941721D-09   -0.433696124381564D-09    0.4502409956D-10    0.4502409968D-10
gfc   172  152   -0.434796637225321D-10    0.252166765429722D-09    0.4514825048D-10    0.4514825043D-10
gfc   172  153   -0.119133912283915D-08    0.405172297061486D-09    0.4527397676D-10    0.4527397667D-10
gfc   172  154    0.160474143180377D-09    0.274836028408300D-09    0.4540129863D-10    0.4540129863D-10
gfc   172  155   -0.309814062313279D-09    0.835621469585831D-09    0.4553023542D-10    0.4553023541D-10
gfc   172  156   -0.739282288877808D-09   -0.295474767853523D-09    0.4566080816D-10    0.4566080807D-10
gfc   172  157    0.104153375180017D-09   -0.168884395822877D-08    0.4579303638D-10    0.4579303633D-10
gfc   172  158   -0.761685305926567D-09    0.309641175425579D-09    0.4592694203D-10    0.4592694212D-10
gfc   172  159   -0.283941497382745D-09   -0.285519891832733D-09    0.4606254536D-10    0.4606254538D-10
gfc   172  160   -0.714766757504726D-09    0.160810852520427D-09    0.4619986891D-10    0.4619986892D-10
gfc   172  161    0.454952242203919D-09    0.369350764645958D-09    0.4633893346D-10    0.4633893348D-10
gfc   172  162   -0.461730218351209D-10   -0.819874826434515D-09    0.4647976238D-10    0.4647976236D-10
gfc   172  163    0.404596529725332D-09    0.210966117459856D-09    0.4662237722D-10    0.4662237730D-10
gfc   172  164    0.193693025585042D-10    0.549985052336235D-10    0.4676680173D-10    0.4676680177D-10
gfc   172  165    0.561843765878038D-09    0.177839324864029D-09    0.4691305867D-10    0.4691305871D-10
gfc   172  166    0.274438099447541D-09   -0.171320846669064D-09    0.4706117188D-10    0.4706117192D-10
gfc   172  167    0.879800327337580D-09    0.106223378440652D-09    0.4721116543D-10    0.4721116547D-10
gfc   172  168   -0.180867406350565D-09    0.232691404469440D-09    0.4736306322D-10    0.4736306327D-10
gfc   172  169   -0.106950913226560D-09    0.156426494799586D-09    0.4751688990D-10    0.4751688992D-10
gfc   172  170   -0.765025517527037D-09    0.308095321592696D-09    0.4767266969D-10    0.4767266969D-10
gfc   172  171   -0.871883264254486D-10   -0.228291442296258D-09    0.4783042499D-10    0.4783042499D-10
gfc   172  172   -0.525218964627166D-09   -0.309464251688984D-09    0.4799018413D-10    0.4799018412D-10
gfc   173    0   -0.213832820996759D-09    0.000000000000000D+00    0.3712409412D-10    0.0000000000D+00
gfc   173    1   -0.846865229903562D-10   -0.725624301877526D-10    0.3712377724D-10    0.3712377725D-10
gfc   173    2   -0.493480381135848D-09   -0.972627951904211D-10    0.3712398454D-10    0.3712398431D-10
gfc   173    3    0.249731591829474D-09   -0.526347277269565D-09    0.3712470779D-10    0.3712470775D-10
gfc   173    4   -0.334509902919067D-09   -0.651162918389693D-09    0.3712595216D-10    0.3712595205D-10
gfc   173    5    0.286437292706323D-09   -0.686983396408435D-09    0.3712771254D-10    0.3712771258D-10
gfc   173    6    0.252372446870545D-09   -0.108592125558655D-08    0.3712999301D-10    0.3712999303D-10
gfc   173    7    0.118826805388680D-09   -0.422826715364659D-09    0.3713279290D-10    0.3713279286D-10
gfc   173    8    0.500237367293205D-09    0.646362838613551D-09    0.3713611173D-10    0.3713611166D-10
gfc   173    9   -0.489210967961058D-09   -0.480070928784885D-09    0.3713995130D-10    0.3713995131D-10
gfc   173   10   -0.772481513685760D-10   -0.300288769802128D-09    0.3714431057D-10    0.3714431057D-10
gfc   173   11   -0.219865824651079D-09    0.323492358860533D-09    0.3714919155D-10    0.3714919153D-10
gfc   173   12   -0.807340257147786D-10    0.239129518883240D-09    0.3715459352D-10    0.3715459358D-10
gfc   173   13    0.107998093231327D-09   -0.771012668569150D-10    0.3716051818D-10    0.3716051824D-10
gfc   173   14   -0.279754323386561D-09   -0.541003352908293D-09    0.3716696556D-10    0.3716696563D-10
gfc   173   15   -0.100519230342127D-08   -0.712290106455192D-10    0.3717393678D-10    0.3717393694D-10
gfc   173   16    0.177958594919262D-10   -0.464245735308703D-09    0.3718143266D-10    0.3718143263D-10
gfc   173   17   -0.216760143822361D-09   -0.332117846393700D-09    0.3718945385D-10    0.3718945393D-10
gfc   173   18    0.208975387098761D-09   -0.445197910495713D-09    0.3719800161D-10    0.3719800163D-10
gfc   173   19   -0.393056425606339D-09   -0.222817068187112D-10    0.3720707679D-10    0.3720707675D-10
gfc   173   20    0.351632920302296D-09   -0.698151317942920D-10    0.3721668045D-10    0.3721668048D-10
gfc   173   21    0.367752757170301D-10   -0.157203656336860D-09    0.3722681380D-10    0.3722681384D-10
gfc   173   22   -0.431282987749339D-09    0.138579709740610D-09    0.3723747806D-10    0.3723747807D-10
gfc   173   23   -0.124888025162099D-11   -0.133035410560023D-09    0.3724867444D-10    0.3724867445D-10
gfc   173   24    0.673674293619011D-09    0.396084210917978D-09    0.3726040436D-10    0.3726040425D-10
gfc   173   25    0.797284784214648D-09    0.344076119795144D-09    0.3727266899D-10    0.3727266900D-10
gfc   173   26   -0.396366760429117D-09    0.224421219208171D-09    0.3728547004D-10    0.3728547005D-10
gfc   173   27    0.633513441763177D-09   -0.147075766572026D-09    0.3729880883D-10    0.3729880885D-10
gfc   173   28    0.564962711654355D-09    0.552603142850054D-09    0.3731268715D-10    0.3731268713D-10
gfc   173   29    0.178852529248590D-09    0.588702106538774D-09    0.3732710632D-10    0.3732710638D-10
gfc   173   30   -0.412482639531770D-09   -0.995709515142528D-09    0.3734206849D-10    0.3734206845D-10
gfc   173   31    0.265479558759447D-09    0.589827265931263D-09    0.3735757492D-10    0.3735757499D-10
gfc   173   32    0.340344071933045D-09   -0.160949758588746D-09    0.3737362791D-10    0.3737362796D-10
gfc   173   33   -0.569086751780143D-09   -0.338837694038275D-09    0.3739022899D-10    0.3739022897D-10
gfc   173   34    0.108976958431605D-09   -0.114982635660469D-09    0.3740738049D-10    0.3740738042D-10
gfc   173   35   -0.166738968324587D-10   -0.119195379639131D-09    0.3742508392D-10    0.3742508398D-10
gfc   173   36    0.295767972057442D-09   -0.192157838643077D-09    0.3744334200D-10    0.3744334201D-10
gfc   173   37   -0.135494470556968D-09   -0.380676189843979D-09    0.3746215634D-10    0.3746215635D-10
gfc   173   38   -0.953666359162388D-10    0.269080316452803D-10    0.3748152952D-10    0.3748152972D-10
gfc   173   39    0.489543960171613D-09   -0.100178258466613D-08    0.3750146372D-10    0.3750146374D-10
gfc   173   40   -0.226544225646029D-09    0.108084783740236D-09    0.3752196142D-10    0.3752196144D-10
gfc   173   41   -0.201713256016514D-09   -0.642148511375246D-09    0.3754302477D-10    0.3754302481D-10
gfc   173   42   -0.828101680476347D-10    0.312894775917561D-10    0.3756465667D-10    0.3756465663D-10
gfc   173   43    0.117572503255847D-09   -0.529814681560868D-09    0.3758685928D-10    0.3758685928D-10
gfc   173   44   -0.474462439621822D-09   -0.136420969057537D-09    0.3760963559D-10    0.3760963561D-10
gfc   173   45    0.598265993899181D-09   -0.663933183119136D-10    0.3763298805D-10    0.3763298811D-10
gfc   173   46    0.240501564045766D-09    0.681952611202323D-10    0.3765691964D-10    0.3765691984D-10
gfc   173   47    0.268756952020773D-09    0.751536289167292D-11    0.3768143318D-10    0.3768143325D-10
gfc   173   48   -0.440609372048521D-09   -0.630579009655277D-09    0.3770653158D-10    0.3770653166D-10
gfc   173   49   -0.402559905969149D-09   -0.428056675771627D-09    0.3773221785D-10    0.3773221785D-10
gfc   173   50    0.321608516878538D-09    0.139072183985068D-09    0.3775849506D-10    0.3775849504D-10
gfc   173   51    0.263101254625701D-09    0.196312273155936D-09    0.3778536635D-10    0.3778536631D-10
gfc   173   52   -0.424775919578088D-09   -0.611893242037314D-09    0.3781283496D-10    0.3781283493D-10
gfc   173   53   -0.569206672164031D-09    0.879832784840794D-09    0.3784090422D-10    0.3784090419D-10
gfc   173   54    0.841176011028947D-09    0.338328415123209D-09    0.3786957745D-10    0.3786957746D-10
gfc   173   55   -0.361210881982700D-09    0.244229679362754D-09    0.3789885820D-10    0.3789885823D-10
gfc   173   56    0.363881348702232D-09   -0.690539862011641D-10    0.3792875000D-10    0.3792874992D-10
gfc   173   57    0.733892117157405D-09   -0.120356561535430D-09    0.3795925639D-10    0.3795925636D-10
gfc   173   58   -0.621262925259641D-09   -0.363570970584912D-10    0.3799038106D-10    0.3799038110D-10
gfc   173   59    0.273702830788887D-09    0.480314704150220D-09    0.3802212791D-10    0.3802212795D-10
gfc   173   60    0.570409652780139D-09   -0.224685536969059D-09    0.3805450070D-10    0.3805450074D-10
gfc   173   61   -0.261846668448177D-09   -0.492231141635814D-10    0.3808750402D-10    0.3808750286D-10
gfc   173   62   -0.201781992679346D-09    0.111906270816454D-09    0.3812114007D-10    0.3812114007D-10
gfc   173   63    0.143991048128533D-09    0.795884901393205D-10    0.3815541471D-10    0.3815541480D-10
gfc   173   64   -0.349652754857655D-10   -0.186245759385544D-09    0.3819033168D-10    0.3819033165D-10
gfc   173   65   -0.182613412839757D-09    0.913505778478120D-10    0.3822589513D-10    0.3822589507D-10
gfc   173   66   -0.146908187074142D-09   -0.171577978802715D-09    0.3826210941D-10    0.3826210937D-10
gfc   173   67   -0.142906109486527D-09   -0.457299314351660D-09    0.3829897906D-10    0.3829897900D-10
gfc   173   68    0.241984347104520D-10    0.169812115344548D-09    0.3833650852D-10    0.3833650853D-10
gfc   173   69   -0.260287902706493D-09    0.223759204519224D-09    0.3837470253D-10    0.3837470257D-10
gfc   173   70   -0.194031316212504D-09    0.937250526734760D-10    0.3841356573D-10    0.3841356583D-10
gfc   173   71   -0.796043096083660D-09    0.216956210182709D-09    0.3845310307D-10    0.3845310306D-10
gfc   173   72    0.585716580102082D-09    0.243381699257937D-09    0.3849331928D-10    0.3849331929D-10
gfc   173   73   -0.309024084225851D-09   -0.137250271547413D-09    0.3853421949D-10    0.3853421945D-10
gfc   173   74    0.167839152960777D-10    0.528060735894650D-09    0.3857580868D-10    0.3857580870D-10
gfc   173   75    0.130920518461150D-09   -0.433139838654486D-10    0.3861809213D-10    0.3861809217D-10
gfc   173   76   -0.178315150673124D-09   -0.785671036184230D-10    0.3866107511D-10    0.3866107517D-10
gfc   173   77   -0.407565304375251D-10    0.350967318901634D-10    0.3870476304D-10    0.3870476304D-10
gfc   173   78   -0.609039230112186D-10   -0.244561236840026D-09    0.3874916132D-10    0.3874916135D-10
gfc   173   79    0.860423220928795D-09   -0.174715107810824D-09    0.3879427565D-10    0.3879427563D-10
gfc   173   80    0.384028955928186D-10   -0.324174579704583D-09    0.3884011166D-10    0.3884011156D-10
gfc   173   81    0.203912619958203D-09    0.413379768134991D-09    0.3888667505D-10    0.3888667508D-10
gfc   173   82    0.111421827326334D-08    0.106850485272629D-08    0.3893397193D-10    0.3893397186D-10
gfc   173   83   -0.430932882672364D-09    0.481682173173671D-10    0.3898200812D-10    0.3898200809D-10
gfc   173   84    0.428630749101441D-09   -0.361269270627346D-09    0.3903078974D-10    0.3903078989D-10
gfc   173   85   -0.592610908181845D-10    0.531177265292429D-09    0.3908032321D-10    0.3908032326D-10
gfc   173   86   -0.823620413738546D-09    0.401621410977178D-09    0.3913061477D-10    0.3913061464D-10
gfc   173   87   -0.190750094958899D-09    0.137544731421360D-09    0.3918167069D-10    0.3918167063D-10
gfc   173   88    0.504110817746404D-09    0.678463089701219D-10    0.3923349768D-10    0.3923349765D-10
gfc   173   89   -0.509301514230319D-09    0.315477849779504D-09    0.3928610242D-10    0.3928610235D-10
gfc   173   90   -0.485526078254757D-09   -0.310295323560336D-09    0.3933949158D-10    0.3933949165D-10
gfc   173   91    0.302696794574274D-09    0.407283200307012D-09    0.3939367221D-10    0.3939367227D-10
